,기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
9,20243,D,발달상권,3120057,아차산역,CS300029,애완동물,5960147,7,5960147,0,0,5960147,0,0,0,0,0,0,0,0,0,5960147,0,0,5960147,0,5960147,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0
74,20243,A,골목상권,3110407,도봉역 2번,CS300029,애완동물,36000000,18,36000000,0,0,24607595,11392405,0,0,0,0,0,0,0,11392405,0,24607595,4556962,31443038,0,0,0,4556962,0,31443038,18,0,0,9,9,0,0,0,0,0,0,0,9,0,9,5,13,0,0,0,5,0,13
225,20244,D,발달상권,3120236,장지역(가든파이브),CS300029,애완동물,33491705,1070,6978296,26513409,0,0,0,0,6978296,3087742,23425667,0,0,12906760,16097427,4487518,0,11383357,22108348,0,9280834,10916129,5224451,4205046,3865245,165,905,0,0,0,0,165,124,781,0,0,412,493,165,0,342,728,0,299,386,171,85,129
885,20243,D,발달상권,3120177,신논현역 1번,CS300029,애완동물,2248755,34,2248755,0,0,0,992468,387355,868932,0,0,0,0,439701,1308633,500421,0,871026,1264663,0,387355,0,41876,1706458,0,34,0,0,0,13,4,17,0,0,0,0,18,12,4,0,8,22,0,4,0,4,22,0
1459,20243,D,발달상권,3120207,선정릉역,CS300029,애완동물,177968338,310,101239063,76729275,16594644,12990757,47101969,7123964,17427729,29292062,47437213,0,10476417,20617588,53723064,57196206,35955063,77860729,100107609,0,31591845,81213180,29417778,26526288,9219247,184,126,42,24,60,16,42,25,101,0,16,41,67,119,67,135,175,0,68,117,59,58,8
2118,20243,D,발달상권,3120131,가산디지털단지,CS300029,애완동물,181540645,3051,78059101,103481544,5584525,42485548,0,0,29989028,56675731,46805813,0,0,58875102,64631826,58033717,0,92798582,88742063,191818,69422921,23972913,69252901,17788956,911136,1527,1524,392,481,0,0,654,871,653,0,0,654,1524,873,0,1439,1612,44,1089,436,1133,305,44
2119,20243,D,발달상권,3120194,언주역(차병원),CS300029,애완동물,127722518,2281,51950450,75772068,9434427,3931011,9857767,0,28727245,35181941,40590127,0,6559846,26840707,25106465,41335557,27879943,53734692,73987826,317305,38634095,45088671,34699300,5796851,3186296,588,1693,12,12,6,0,558,855,838,0,120,980,937,220,24,649,1632,11,547,815,535,247,126
3481,20243,R,전통시장,3130110,면목골목시장(면목시장),CS300029,애완동물,166162310,10394,125294576,40867734,25206540,22469973,19853915,37789723,19974425,19095711,21772023,0,12196551,39893616,52752968,59857999,1461176,46973541,119188769,0,5965213,39989020,24900245,61911679,33396153,7532,2862,1908,1204,1406,1759,1255,1305,1557,0,553,1757,3615,4319,150,3214,7180,0,753,3164,1606,2762,2109
3482,20243,A,골목상권,3110255,상봉역 4번,CS300029,애완동물,89751362,24,89751362,0,0,0,89751362,0,0,0,0,0,0,0,40751362,49000000,0,0,89751362,0,0,0,49000000,0,40751362,24,0,0,0,24,0,0,0,0,0,0,0,14,10,0,0,24,0,0,0,10,0,14
3483,20243,A,골목상권,3110416,노원초등학교,CS300029,애완동물,18093603,537,13637712,4455891,4624937,1703468,1692632,3026798,2589877,4455891,0,0,3417771,4174147,5227436,5274249,0,6063132,12030471,0,1545257,3601122,2717746,3461118,6768360,428,109,139,69,60,95,65,109,0,0,87,121,147,182,0,148,389,0,40,73,60,116,248
4167,20243,A,골목상권,3110032,수족관거리,CS300029,애완동물,58620359,1050,23008968,35611391,0,0,3627970,10692964,8688034,2195877,33415514,0,0,7446886,17280595,33892878,0,6492157,48500232,0,0,477364,0,2195877,52319148,669,381,0,0,95,192,382,286,95,0,0,382,478,190,0,381,573,0,0,95,0,190,669
4839,20243,R,전통시장,3130073,뚝도시장,CS300029,애완동물,182936797,3488,124773457,58163340,25623749,3837022,48987432,18535915,27789339,53849114,4314226,0,8880379,57855700,84538021,31662697,0,60062471,85521499,0,7671621,33157294,28806732,19701072,56247251,2349,1139,461,340,484,412,652,872,267,0,193,1139,1212,944,0,1549,1599,0,144,607,556,557,1285
4840,20243,A,골목상권,3110314,종암경찰서,CS300029,애완동물,3693085,91,3317771,375314,450376,450376,330275,1561305,525439,375314,0,0,0,1253548,1726442,713095,0,2837370,855715,0,262719,375314,450376,2604676,0,75,16,7,7,15,30,16,16,0,0,0,36,39,16,0,60,31,0,8,15,8,60,0
4841,20243,A,골목상권,3110376,수송초등학교,CS300029,애완동물,1655026,69,1655026,0,0,0,0,793033,861993,0,0,0,0,793033,861993,0,0,0,1655026,0,0,0,0,793033,861993,69,0,0,0,0,34,35,0,0,0,0,34,35,0,0,0,69,0,0,0,0,34,35
4842,20243,D,발달상권,3120178,신사역,CS300029,애완동물,95049883,818,67072335,27977548,22308693,11371062,19808089,7929260,5655231,22406935,5570613,0,15218348,28436280,33649656,15272527,2473072,33262568,60578164,201291,10178147,19620028,19375103,33336212,11129953,596,222,164,122,135,72,103,152,70,0,101,229,280,170,38,244,522,9,95,163,135,274,90
5626,20243,A,골목상권,3110397,도봉산입구,CS300029,애완동물,9749640,4,9749640,0,0,0,9749640,0,0,0,0,0,0,0,0,9749640,0,9749640,0,0,0,0,0,0,9749640,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4
6238,20243,A,골목상권,3110254,오거리공원,CS300029,애완동물,10254747,257,6113941,4140806,486336,1841130,833719,2223252,729504,2264938,1875868,0,0,1945345,4245021,3821213,243168,3751737,6503010,0,1215841,2334415,2918018,2501157,1285316,159,98,14,35,28,61,21,49,49,0,0,56,90,104,7,98,159,0,35,56,76,62,28
6911,20243,A,골목상권,3110405,방학역 1번,CS300029,애완동물,118734815,3693,83673839,35060976,11446979,19115584,17868899,15706862,19535515,18888669,16172307,0,13333759,42894418,32290241,28595491,1620906,32698784,86036031,0,9095090,27629053,23263802,26790445,31956425,2706,987,489,617,523,489,588,526,461,0,366,1094,925,1190,118,1066,2627,0,283,697,748,930,1035
6912,20243,A,골목상권,3110660,등촌3동주민센터,CS300029,애완동물,67085596,2637,41849457,25236139,8295873,8343049,7407473,8568980,9234082,15007344,10228795,3142383,6222978,10822735,15633712,25385554,5878234,19228886,46048027,55547,7568359,17547628,13680515,16058772,10366093,1692,945,327,387,303,323,352,567,378,73,287,348,549,1095,285,813,1756,15,344,576,546,616,471
7544,20243,D,발달상권,3120081,노원역,CS300029,애완동물,4834533,114,3379240,1455293,641316,0,690647,1257966,789311,1455293,0,0,665982,912641,3255910,0,0,961973,3872560,0,665982,493320,937308,1085303,1652620,79,35,15,0,14,35,15,35,0,0,15,20,79,0,0,20,94,0,10,20,20,25,39
7545,20243,D,발달상권,3120108,신정네거리역,CS300029,애완동물,35066047,750,20744291,14321756,4019476,6369920,3018920,2971480,4364495,7990649,6331107,0,1405954,14706453,13700720,5252920,0,12419609,22646438,0,1198942,2967166,9394209,9951469,11554261,422,328,78,128,52,86,78,215,113,0,35,257,319,139,0,288,462,0,26,61,220,261,182
8163,20243,D,발달상권,3120055,군자역,CS300029,애완동물,80466084,7225,56443285,24022799,12884765,8705577,12756862,9269780,12826301,9373175,14649624,5190157,4408953,12146706,9236592,33245860,16237816,28441284,52024800,171419,28301761,25161356,9753053,12308116,4770379,5233,1992,1252,893,1148,816,1124,969,1023,485,383,1046,791,2912,1608,2243,4982,54,2320,2608,705,991,547
8164,20243,A,골목상권,3110422,노원역 9번,CS300029,애완동물,123238598,314,79005046,44233552,2983617,57277851,4325295,10770478,3647805,18172510,26061042,0,0,13054750,69623755,40531587,28506,100142170,23096428,0,36302261,59759764,15035911,7663336,4477326,190,124,9,46,39,47,49,58,66,0,0,96,75,133,10,134,180,0,93,106,47,19,49
8165,20243,D,발달상권,3120171,서초3동사거리,CS300029,애완동물,8301349,164,5955197,2346152,925397,955335,1878010,631447,1565008,2101194,244958,0,3048364,4278597,517134,457254,0,2748972,4681415,0,87096,653221,748483,4254100,1687488,127,37,17,33,45,10,22,32,5,0,61,66,27,10,0,54,98,0,10,16,22,82,22
8825,20243,U,관광특구,3001492,명동 남대문 북창동 다동 무교동 관광특구,CS300029,애완동물,517350319,4713,517350319,0,44458598,21528662,25821655,27006371,398535033,0,0,0,32764332,420828025,61337580,2420382,0,82929937,434420382,0,4331210,0,6560510,96751592,409707007,4713,0,1275,636,637,764,1401,0,0,0,1019,1529,2038,127,0,2675,2038,0,255,0,127,2802,1529
8826,20243,R,전통시장,3130112,사가정시장,CS300029,애완동물,4083889,213,2546425,1537464,645185,137274,816777,411822,535367,1043280,494184,0,0,157865,2127741,1798283,0,1029552,3054337,0,0,0,1434509,377502,2271878,171,42,48,7,47,27,42,21,21,0,0,14,83,116,0,69,144,0,0,0,48,21,144
9493,20243,R,전통시장,3130024,남대문시장(자유상가),CS300029,애완동물,517350319,4713,517350319,0,44458598,21528662,25821655,27006371,398535033,0,0,0,32764332,420828025,61337580,2420382,0,82929937,434420382,0,4331210,0,6560510,96751592,409707007,4713,0,1275,636,637,764,1401,0,0,0,1019,1529,2038,127,0,2675,2038,0,255,0,127,2802,1529
9494,20243,A,골목상권,3110564,홍대입구역 3번,CS300029,애완동물,2008236,5,0,2008236,0,0,0,0,0,0,2008236,0,0,0,2008236,0,0,0,2008236,0,0,0,0,2008236,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,5,0
9495,20243,A,골목상권,3111060,암사역 2번(서울강동초등학교),CS300029,애완동물,30726593,193,6521649,24204944,1822854,2469674,689584,1539537,0,0,24204944,0,0,235207,4244418,26246968,0,7205888,23520705,0,465068,17822280,6307826,1325712,4805707,129,64,44,42,22,21,0,0,64,0,0,22,86,85,0,75,118,0,22,32,22,32,85
10828,20243,U,관광특구,3001494,종로?청계 관광특구,CS300029,애완동물,468273720,11021,308224200,160049520,65048970,43303754,45138081,78086926,76646469,76735025,83314495,0,36650125,212651489,146311502,69787884,2872720,195611161,194733717,136098,48445561,40137883,74008898,44236092,183380349,7508,3513,1813,1094,1121,1487,1993,2001,1512,0,676,4571,3919,1709,146,5916,4237,5,853,1128,1229,2033,4903
10829,20243,R,전통시장,3130221,"남부골목시장(남부화곡시장, 남부시장)",CS300029,애완동물,168684248,11417,130285439,38398809,28579534,23476674,20587102,41745092,15897037,18127891,20270918,0,5831842,34244500,65529168,62288278,790460,58520418,110163830,0,14333682,5015033,12981116,62551767,73802650,8079,3338,2459,1318,1053,1932,1317,1581,1757,0,703,2196,3425,5005,88,3776,7641,0,702,702,1141,4216,4656
10830,20243,D,발달상권,3120156,"총신대입구역(이수, 총신대)",CS300029,애완동물,51564330,518,36395838,15168492,11406120,6924045,4383504,2226988,11455181,10105697,5062795,0,13392255,13128655,13477892,9178062,2387466,14051476,37512854,338977,3809473,7732504,8294224,10866434,20522718,377,141,103,105,71,36,62,84,57,0,80,120,112,171,35,197,321,4,30,113,98,85,188
10831,20243,D,발달상권,3120186,가로수길,CS300029,애완동물,266552824,700,152984194,113568630,6984307,74081630,42466087,27036150,2416020,38156432,75412198,0,3256909,85223081,127804730,50268104,0,81586720,184966104,0,1600184,124006235,40327298,68755590,31863517,502,198,108,124,111,88,71,87,111,0,41,205,228,226,0,228,472,0,53,135,138,255,119
11477,20243,D,발달상권,3120058,구의사거리,CS300029,애완동물,15203553,366,6359498,8844055,1461953,2112980,437825,1850285,496455,5253894,3590161,0,536810,4229766,8314860,2076431,45686,3275689,11927864,0,458383,4085095,3327466,3715798,3616811,182,184,68,39,15,45,15,100,84,0,31,92,144,91,8,68,298,0,24,91,76,68,107
11478,20243,D,발달상권,3120067,장안동사거리,CS300029,애완동물,64061003,2098,43669584,20391419,11142645,5108876,10671594,9001313,7745156,14581478,5809941,0,452236,12733670,20172659,29908441,793997,33417714,30643289,0,8009340,9205889,8096823,14574202,24174749,1499,599,389,236,300,319,255,385,214,0,6,363,667,1011,51,1050,1048,0,216,309,306,525,742
11479,20243,D,발달상권,3120096,"이화여대(이대역, 이대)",CS300029,애완동물,73500988,202,46982871,26518117,4043276,8987625,17409194,7716882,8825894,18004132,8513985,0,0,7589808,13394798,43390130,9126252,46110679,27390309,23104,16126897,34610446,11621531,11061249,57761,122,80,6,18,45,18,35,51,29,0,0,30,30,130,12,139,63,6,46,97,29,18,6
11480,20243,R,전통시장,3130213,방신전통시장,CS300029,애완동물,15401031,852,11046079,4354952,2112314,1523477,2613399,2664909,2131980,2459976,1894976,0,972021,4127400,5351343,4950267,0,5123577,9637918,0,569049,236541,1867778,3287647,8800482,624,228,123,92,134,142,133,100,128,0,62,192,314,284,0,297,544,0,28,20,93,212,488
12165,20243,D,발달상권,3120185,논현역,CS300029,애완동물,26116325,129,9219301,16897024,3036901,0,0,6182400,0,13986662,2910362,5389490,0,9600030,7170459,3922662,33684,15302712,10813613,0,2058284,16634507,5609830,1813704,0,46,83,25,0,0,21,0,57,26,6,0,14,76,26,7,49,80,0,31,36,45,17,0
12166,20243,D,발달상권,3120208,청담사거리(청담동명품거리),CS300029,애완동물,391891599,2124,306802841,85088758,41806931,48890075,15914310,137954551,62236974,85088758,0,0,0,100729940,179026893,112134766,0,66588827,325302772,0,13711071,131484255,196695475,31646536,18354262,1432,692,182,291,255,375,329,692,0,0,0,547,1092,485,0,364,1760,0,72,510,1215,181,146
12825,20243,R,전통시장,3130146,쌍문시장(쌍문역골목시장),CS300029,애완동물,150000000,7715,105534652,44465348,23154523,15533089,19407446,29760427,17679167,30220050,14245298,0,1903620,30070196,47467439,70558745,0,35670885,114329115,2968807,6974655,10445511,19799011,70735288,39076728,5688,2027,1527,758,908,1350,1145,1158,869,0,114,1427,1998,4176,0,2026,5689,193,486,773,1145,3598,1520
12826,20243,R,전통시장,3130147,쌍문역동측상점가,CS300029,애완동물,37244575,1919,27112272,10132303,4689792,6151602,6177423,4808704,5284751,6481692,3650611,1283827,2139325,6494393,11158160,11353006,4815864,14852423,22392152,109694,6866437,9373002,3970823,7760859,9163760,1331,588,235,304,281,212,299,362,226,87,128,276,386,706,336,675,1244,6,290,668,241,381,333
13519,20243,A,골목상권,3110646,푸른들청소년도서관,CS300029,애완동물,11445700,218,7762350,3683350,357972,1601456,1337686,2383344,2081892,3683350,0,0,659424,4399293,3325377,3061606,0,4512337,6933363,0,942033,2750736,2797837,1610876,3344218,142,76,9,9,38,38,48,76,0,0,18,77,57,66,0,103,115,0,19,38,76,28,57
13520,20243,A,골목상권,3111004,삼전역 1번,CS300029,애완동물,307503047,8686,186679487,120823560,34573826,22943862,42805917,43818707,42537175,64551859,56271701,7450766,28839424,56625593,71530508,114263620,28793136,134743996,172759051,266476,51807423,78291425,73702539,63079642,40355542,5648,3038,1164,941,1168,1154,1221,1553,1485,381,770,1619,1899,2718,1299,2963,5723,41,1240,2327,2084,1590,1404
14209,20243,A,골목상권,3110507,명지대학교,CS300029,애완동물,44927817,1028,21612260,23315557,3146371,11416153,616935,3736361,2696440,20999211,2316346,0,439658,3052062,32536622,8200282,699193,31252748,10186895,0,205645,0,18197118,13245678,9791202,628,400,122,234,42,145,85,295,105,0,44,171,462,309,42,373,590,0,21,0,249,269,424
14876,20243,A,골목상권,3110118,왕십리역 9번,CS300029,애완동물,4899296,387,4483243,416053,2315599,160363,547621,693587,766073,314274,101779,0,707488,437898,1289864,2131402,332644,1851387,2879105,104261,865369,1796774,520314,593297,850475,327,60,127,45,50,50,55,45,15,0,25,45,115,177,25,115,262,5,144,94,45,50,40
14877,20243,A,골목상권,3110544,망리단길,CS300029,애완동물,117000000,7729,84214722,32785278,17368878,13040967,18501079,18103995,17199803,18425241,14360037,0,7960908,23194526,23502009,53263336,9079221,49088052,67911948,0,8814182,15596561,19869118,41474609,31245530,5380,2349,1203,706,1188,1070,1213,1288,1061,0,478,1720,1725,3174,632,2839,4890,0,695,1205,1431,2382,2016
14878,20243,D,발달상권,3120104,연남동(홍대),CS300029,애완동물,4912379,95,1656046,3256333,724869,0,50183,713717,167277,1226701,2029632,0,0,345707,2648558,1918114,0,2241517,2670862,0,22304,1923690,1143062,791779,1031544,40,55,12,0,5,17,6,22,33,0,0,12,44,39,0,34,61,0,11,27,12,22,23
15561,20243,R,전통시장,3130202,신영시장,CS300029,애완동물,80477054,3858,53102384,27374670,13146809,11846183,8533386,10216202,9359804,14692988,12681682,0,5219139,22341335,24246305,27160451,1509824,28959564,50322181,0,2766963,6248978,14827607,21434988,34003209,2418,1440,541,529,501,473,374,798,642,0,196,1012,1195,1367,88,1563,2247,0,177,362,842,833,1596
15562,20243,A,골목상권,3110867,국제신학대학원대학교(남서울중학교),CS300029,애완동물,148195095,4470,112546683,35648412,18213950,19459841,34533911,17998386,22340595,17775795,17872617,403305,7522280,19080426,31387004,85100128,4701952,54806668,93388427,273542,25113774,48552122,18095763,28055203,28104691,3079,1391,576,633,604,563,703,689,702,28,224,675,955,2363,225,1466,3004,56,996,997,614,1067,740
15563,20243,D,발달상권,3120160,사당역(사당),CS300029,애완동물,21615216,550,13451973,8163243,4139557,1954590,2758872,3044570,1554384,3439084,4724159,327814,707987,7314115,8698217,4099948,467135,5698495,15916721,0,1390249,4462136,5516604,7458672,2787555,345,205,94,50,73,82,46,86,119,5,18,127,235,137,28,114,436,0,41,91,136,177,105
15594,20243,D,발달상권,3120149,여의도역(여의도),CS300029,애완동물,54538060,9090,32368117,22169943,0,0,0,0,32368117,9754775,12415168,0,1330197,11528370,16184058,25495435,0,9976474,44561586,3547191,10641573,33033215,3325491,2660393,1330197,2660,6430,0,0,0,0,2660,3104,3326,0,443,2882,4435,1330,0,2660,6430,665,3548,3547,443,665,222
16237,20243,A,골목상권,3110249,중화역 1번,CS300029,애완동물,3037819,113,0,3037819,0,0,0,0,0,0,3037819,0,0,0,3037819,0,0,3037819,0,787583,0,0,2250236,0,0,0,113,0,0,0,0,0,0,113,0,0,0,113,0,0,113,0,56,0,0,57,0,0
16238,20243,D,발달상권,3120221,봉은사역,CS300029,애완동물,30761764,176,17523532,13238232,1401883,4779145,0,11342504,0,4556119,8682113,0,0,9813178,12186820,4779145,3982621,0,30761764,0,0,1051412,2453295,27257057,0,96,80,16,16,0,64,0,48,32,0,0,64,80,16,16,0,176,0,0,16,32,128,0
16934,20243,A,골목상권,3110752,한울중학교,CS300029,애완동물,2548804,56,2548804,0,1568918,495448,264239,220199,0,0,0,0,0,264239,1183570,1100995,0,1089985,1458819,0,0,825746,0,511963,1211095,56,0,27,12,11,6,0,0,0,0,0,11,28,17,0,23,33,0,0,12,0,16,28
16935,20243,D,발달상권,3120248,명일역,CS300029,애완동물,70301910,4466,49084881,21217029,8492019,12810826,12339328,7944644,7498064,12762808,8454221,335985,5150369,13135612,16047481,27014449,8618014,32076343,38225567,215590,11396889,9978333,19012827,12066060,17632211,3108,1358,574,784,686,476,588,798,560,70,406,756,924,1694,616,2044,2422,14,798,672,1078,700,1204
17590,20243,A,골목상권,3111005,삼전역 3번,CS300029,애완동물,13560970,883,8061991,5498979,1875215,2089879,1227311,1177930,1691656,4047116,1451863,761517,902344,2888063,2609035,4504838,1895173,6303130,7257840,38621,1821691,5647098,2996764,1222892,1833904,576,307,109,130,90,89,158,190,117,56,103,98,171,304,151,372,511,7,111,461,186,84,34
17591,20243,A,골목상권,3111066,암사동성당(효정하나플러스아파트),CS300029,애완동물,11368495,207,7079076,4289419,2584499,165068,1273385,839490,2216634,3551327,738092,0,165068,2796730,5199655,3207042,0,4720956,6647539,0,1131898,2664675,2770791,4197453,603678,129,78,48,5,24,19,33,54,24,0,5,52,94,56,0,81,126,0,14,47,80,56,10
18273,20243,A,골목상권,3110464,연신내역 5번,CS300029,애완동물,7704487,669,5459777,2244710,1508022,1537831,726027,596138,1091759,1461463,783247,628176,187653,1045962,723960,3227466,1891270,2386973,5317514,180854,1422245,2996664,1616754,1373922,114048,478,191,120,131,59,59,109,115,76,49,16,71,71,283,179,209,460,11,149,268,121,110,10
18301,20243,A,골목상권,3110128,성원중학교,CS300029,애완동물,22188323,27,22188323,0,0,0,0,0,22188323,0,0,0,0,0,0,22188323,0,0,22188323,0,0,0,0,0,22188323,27,0,0,0,0,0,27,0,0,0,0,0,0,27,0,0,27,0,0,0,0,0,27
18927,20243,D,발달상권,3120237,경찰병원역,CS300029,애완동물,54771983,451,40109141,14662842,11342683,4903148,8879209,6805907,8178194,10976309,3686533,0,1336096,10052693,21197068,22186126,0,14942952,39829031,49577,7820745,8194059,9247565,15896313,13563724,318,133,70,64,69,55,60,98,35,0,20,138,154,139,0,163,288,5,50,79,95,108,114
18928,20243,D,발달상권,3120230,송파사거리(송파역),CS300029,애완동물,7991154,175,5049520,2941634,1042474,204137,529838,1158305,2114766,2250092,691542,0,1036282,3684096,1566119,1704657,0,1916823,6074331,0,0,2063158,1830350,1584928,2512718,115,60,23,10,14,32,36,41,19,0,33,73,28,41,0,46,129,0,0,33,50,24,68
19595,20243,D,발달상권,3120145,영등포역(영등포),CS300029,애완동물,226081909,3291,135746038,90335871,38474106,34747212,21530208,26760400,14234112,27151007,63184864,0,8622275,70998429,65464863,72725363,8270979,92083826,133998083,42477,45574232,49507943,87336986,37730450,5889821,2015,1276,480,390,384,422,339,635,641,0,102,858,1076,1165,90,1134,2157,12,649,863,1017,602,148
20313,20243,R,전통시장,3130018,동대문문구완구거리(동대문문구완구시장),CS300029,애완동물,228717828,3645,151251768,77466060,20295536,33015977,20617120,43449599,33873536,51739325,25726735,0,22510894,123452601,69676576,13077757,0,81646654,83326039,0,34695361,22939673,64817082,11362643,31157936,2502,1143,500,645,357,285,715,572,571,0,285,1717,1143,500,0,2001,1072,0,500,500,643,643,786
20314,20243,D,발달상권,3120094,"신촌역(신촌역, 신촌로터리)",CS300029,애완동물,57274597,2164,43125049,14149548,9758675,7899593,7930108,6146389,11390284,6341498,7808050,1608492,5225402,15220333,13278030,17510781,4431559,19374434,36496952,0,8590241,15320663,10738731,10874113,10347638,1582,582,357,309,287,258,371,282,300,51,203,616,503,634,157,728,1417,0,301,628,343,488,385
20315,20243,A,골목상권,3110654,까치산역 4번,CS300029,애완동물,14539084,245,12396561,2142523,1853663,2881286,2805856,2892378,1963378,2142523,0,0,2366037,7274863,3794478,1103706,0,4236238,10302846,0,1686443,2740688,776477,2070421,7265055,206,39,50,33,40,44,39,39,0,0,34,115,67,29,0,62,183,0,23,66,11,39,106
20316,20243,A,골목상권,3110804,신풍역 1번,CS300029,애완동물,2100000,58,1882759,217241,796552,579311,0,506896,0,217241,0,0,217241,1122415,543103,217241,0,289655,1810345,0,0,506897,543103,253448,796552,51,7,22,15,0,14,0,7,0,0,8,28,15,7,0,7,51,0,0,15,14,7,22
20989,20243,D,발달상권,3120076,수유역,CS300029,애완동물,1724138,5,1724138,0,0,0,1724138,0,0,0,0,0,0,1724138,0,0,0,0,1724138,0,0,0,0,1724138,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0
21650,20243,R,전통시장,3130290,영림시장,CS300029,애완동물,23408049,1617,16643969,6764080,3992054,2294384,3972580,3446938,2938013,3703226,3060854,1436349,2335789,3814384,3257402,7540500,5023625,6754095,16653954,0,8168149,4959732,4327282,3927013,2025873,1096,521,251,138,228,251,228,275,246,114,138,228,264,537,336,464,1153,0,636,409,253,198,121
22308,20243,D,발달상권,3120049,왕십리역(왕십리),CS300029,애완동물,35842538,925,26454350,9388188,1570283,3920696,5756298,8007631,7199442,4083340,5304848,0,6222032,9978387,10918797,8723322,0,11818510,24024028,0,2332068,6661353,6015039,11582327,9251751,672,253,46,108,129,211,178,109,144,0,149,252,278,246,0,328,597,0,67,194,160,279,225
22309,20243,D,발달상권,3120093,연희동,CS300029,애완동물,12247455,480,6964239,5283216,1148525,1472200,1211172,1263378,1868964,3706604,1576612,0,0,4317410,3174106,4755939,0,6583138,5664317,0,1905507,2819108,1513965,2213521,3795354,335,145,41,85,85,51,73,104,41,0,0,125,189,166,0,281,199,0,83,83,83,62,169
22310,20243,D,발달상권,3120113,오목교역,CS300029,애완동물,117000000,623,45580539,71419461,11703726,5082806,3656971,16488182,8648854,48582355,22837106,0,0,5773152,36719417,49956605,24550826,64126056,52873944,191987,22320290,24288321,42033096,25466074,2700232,289,334,68,40,73,56,52,205,129,0,0,72,222,252,77,278,345,22,191,171,156,73,10
