"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3110000","311000003720180020","2018-07-09","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","02-357-9111","0","","서울특별시 은평구 응암동 ***-**번지 응암동하이포룸 ***호","서울특별시 은평구 은평로*길 **, ***호 (응암동, 응암동하이포룸)","03454","미니펫","2018-07-09 18:09:00","I","2022-05-27 00:00:00.0","","192782.80458622     ","454959.212129513    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180021","2018-07-30","","03","폐업","0002","폐업","2024-06-28","","","","02-357-7497","0","","서울특별시 은평구 응암동 **-** ","서울특별시 은평구 은평로**길 *-* (응암동)","03460","노버래그 캐터리","2024-06-28 17:15:35","U","2024-06-30 02:40:00.0","","193329.748443156    ","455503.022360376    ","동물생산업","동물생산업","","000","0"
"3110000","311000003720180022","2018-08-22","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 대조동 **-*번지 *층 ","서울특별시 은평구 서오릉로*길 **, *층 (대조동)","03392","퍼피하우스","2020-01-03 12:23:44","U","2022-05-27 00:00:00.0","","193120.784460028    ","456238.65857545     ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180023","2018-08-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","6368-0221","0","","서울특별시 은평구 응암동 ***-**번지 ","서울특별시 은평구 응암로**길 ** (응암동)","03467","도그#","2018-08-28 10:22:52","I","2022-05-27 00:00:00.0","","192744.086090872    ","454218.765002996    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180024","2018-08-29","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","383-8270","0","","서울특별시 은평구 역촌동 **-**번지 *층 ","서울특별시 은평구 역말로 **, *층 (역촌동)","03402","모모펫","2020-01-15 09:27:43","U","2022-05-27 00:00:00.0","","192555.254305767    ","455943.377640928    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180025","2018-09-14","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","388-1317","0","","서울특별시 은평구 갈현동 ***-*번지 ","서울특별시 은평구 갈현로 *** (갈현동)","03320","개빡빡펫샵","2018-09-14 10:43:11","U","2022-05-27 00:00:00.0","","192563.153718835    ","457704.115314695    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180026","2018-09-14","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","355-1555","0","","서울특별시 은평구 갈현동 ***-*번지 *층 ","서울특별시 은평구 통일로 ***, *층 (갈현동)","03328","행복한 강아지","2018-09-14 10:57:52","U","2022-05-27 00:00:00.0","","192831.890771242    ","457944.191911493    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180027","2018-09-14","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","353-1555","0","","서울특별시 은평구 갈현동 ***-*번지 *층 ","서울특별시 은평구 통일로 ***, *층 (갈현동)","03328","행복한 강아지","2018-09-14 11:00:15","U","2022-05-27 00:00:00.0","","192831.890771242    ","457944.191911493    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180028","2018-09-14","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","355-7931","0","","서울특별시 은평구 신사동 *-**번지 *층 ","서울특별시 은평구 갈현로 **, *층 (신사동)","03435","한마음 동물병원","2018-09-14 11:06:48","U","2022-05-27 00:00:00.0","","191993.241663672    ","455411.934758025    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180029","2018-09-17","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","356-8353","0","","서울특별시 은평구 불광동 ***-*번지 불광동라비앙프라자 ***호","서울특별시 은평구 불광로 **, 불광동라비앙프라자 ***호 (불광동)","03365","다루동물병원","2018-09-17 14:08:19","U","2022-05-27 00:00:00.0","","193936.125681025    ","456673.805557751    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180030","2018-09-17","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-**번지 ","서울특별시 은평구 연서로 **, ***호 (역촌동)","03406","은평애견","2019-02-14 14:44:08","U","2022-05-27 00:00:00.0","","192516.898531697    ","455652.785661652    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180031","2018-09-17","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-**번지 ","서울특별시 은평구 연서로 **, ***호 (역촌동)","03406","은평애견","2019-02-14 14:50:12","U","2022-05-27 00:00:00.0","","192516.898531697    ","455652.785661652    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180032","2018-09-17","","03","폐업","0002","폐업","2024-07-05","","","","","0","","서울특별시 은평구 증산동 ***-* ","서울특별시 은평구 증산서길 ***-** (증산동)","03496","쿠키돌","2024-12-06 18:03:02","U","2024-12-09 02:40:00.0","","191940.953016821    ","453788.449184071    ","동물생산업","동물생산업","","000","0"
"3110000","311000003720180033","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","382-7511","0","","서울특별시 은평구 진관동 *번지 은평뉴타운상림마을 ***동 ***호","서울특별시 은평구 진관*로 **, ***동 ***호 (진관동, 은평뉴타운상림마을)","03304","한빛동물병원","2018-09-27 17:44:34","U","2022-05-27 00:00:00.0","","193651.20265608     ","460623.370836706    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180034","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","382-7511","0","","서울특별시 은평구 진관동 *번지 은평뉴타운상림마을 ***동 ***호","서울특별시 은평구 진관*로 **, ***동 ***호 (진관동, 은평뉴타운상림마을)","03304","한빛동물병원","2018-09-27 17:46:50","U","2022-05-27 00:00:00.0","","193651.20265608     ","460623.370836706    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180035","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","6953-8275","0","","서울특별시 은평구 진관동 **번지 은평뉴타운우물골 상가B ***동 ***호","서울특별시 은평구 진관*로 **, ***동 상가B층 ***호 (진관동, 은평뉴타운우물골)","03306","우리덕구 동물병원","2018-09-27 17:56:03","U","2022-05-27 00:00:00.0","","193537.151289241    ","459136.547595152    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180036","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","6953-8275","0","","서울특별시 은평구 진관동 **번지 은평뉴타운우물골 ***동 ***호","서울특별시 은평구 진관*로 **, ***동 상가B층 ***호 (진관동, 은평뉴타운우물골)","03306","우리덕구 동물병원","2018-09-27 17:58:06","U","2022-05-27 00:00:00.0","","193537.151289241    ","459136.547595152    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180037","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","387-8275","0","","서울특별시 은평구 진관동 **번지 은평뉴타운 우물골 ***동 B***호","서울특별시 은평구 진관*로 **, ***동 B***호 (진관동, 은평뉴타운 우물골)","03306","서울햇빛동물병원","2018-09-27 18:00:54","U","2022-05-27 00:00:00.0","","193270.912416702    ","459138.861975567    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180038","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","352-7275","0","","서울특별시 은평구 대조동 **-** *층 ","서울특별시 은평구 통일로 ***-*, *층 (대조동)","03397","개와냥이 동물병원","2021-09-24 17:53:40","U","2022-05-27 00:00:00.0","","193680.56470639     ","456432.993552717    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180039","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","352-7275","0","","서울특별시 은평구 대조동 **-**번지 *층 ","서울특별시 은평구 통일로 ***-*, *층 (대조동)","03397","개와냥이 동물병원","2018-09-27 18:06:27","U","2022-05-27 00:00:00.0","","193680.56470639     ","456432.993552717    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180040","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","386-6093","0","","서울특별시 은평구 갈현동 ***-*번지 제영빌딩 ","서울특별시 은평구 서오릉로 ***, 제영빌딩 (갈현동)","03335","미래펫미용","2018-09-27 18:09:22","U","2022-05-27 00:00:00.0","","192190.266278977    ","456830.528394439    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180041","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 증산동 ***-*번지 ","서울특별시 은평구 증산서길 *** (증산동)","03495","미용하는 강아지","2018-09-27 18:14:18","U","2022-05-27 00:00:00.0","","192184.577591695    ","454048.396678519    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180042","2018-09-27","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 증산동 ***-*번지 ","서울특별시 은평구 증산서길 *** (증산동)","03495","미용하는 강아지","2018-09-27 18:15:45","U","2022-05-27 00:00:00.0","","192184.577591695    ","454048.396678519    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180043","2018-09-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","3152-8575","0","","서울특별시 은평구 수색동 **번지 디엠씨 자이*단지(DMC 자이*) ***호","서울특별시 은평구 수색로 ***, ***호 (수색동, 디엠씨 자이*단지(DMC 자이*))","03504","디엠씨동물병원","2020-02-28 10:56:29","U","2022-05-27 00:00:00.0","","190977.850603548    ","453037.787995874    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180044","2018-09-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","969-7582","0","","서울특별시 은평구 응암동 ***-**번지 ","서울특별시 은평구 백련산로 *** (응암동)","03463","스머프동물병원","2019-06-09 18:42:52","U","2022-05-27 00:00:00.0","","193315.117219499    ","455100.955115916    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180045","2018-09-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","306-8575","0","","서울특별시 은평구 응암동 ***-*번지 서강스카이빌 상가동 ***호","서울특별시 은평구 응암로 ***, 상가동 ***호 (응암동, 서강스카이빌)","03454","한수 동물병원","2018-09-28 09:33:36","U","2022-05-27 00:00:00.0","","192994.628012876    ","455276.677445927    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180046","2018-09-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","388-3008","0","","서울특별시 은평구 신사동 **-**번지 ","서울특별시 은평구 은평로 ** (신사동)","03423","늘푸른동물병원","2018-09-28 09:38:46","U","2022-05-27 00:00:00.0","","192071.591415703    ","455108.657872656    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180047","2018-09-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","357-8538","0","","서울특별시 은평구 갈현동 ***-**번지 ","서울특별시 은평구 통일로 *** (갈현동)","03329","김정복 동물병원","2018-09-28 09:41:03","U","2022-05-27 00:00:00.0","","192829.740402573    ","457673.877898237    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180048","2018-09-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","356-9475","0","","서울특별시 은평구 불광동 ***번지 북한산 힐스테이트*차 상가동 ***호","서울특별시 은평구 통일로 ***, 상가동 지하*층 ***호 (불광동, 북한산 힐스테이트*차)","03357","담은 동물병원","2020-02-26 14:13:32","U","2022-05-27 00:00:00.0","","193457.698457409    ","457135.217659827    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180049","2018-09-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","359-2020","0","","서울특별시 은평구 대조동 ***-**번지 ","서울특별시 은평구 통일로 *** (대조동)","03385","Dr.윤24시동물병원","2018-09-28 09:51:08","U","2022-05-27 00:00:00.0","","193147.639432277    ","457137.15515349     ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180050","2018-09-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","359-2020","0","","서울특별시 은평구 대조동 ***-**번지 ","서울특별시 은평구 통일로 *** (대조동)","03385","Dr.윤24시동물병원","2018-09-28 10:01:15","U","2022-05-27 00:00:00.0","","193147.639432277    ","457137.15515349     ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180051","2018-10-08","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","386-5567","0","","서울특별시 은평구 갈현동 ***-* *층 ","서울특별시 은평구 연서로**길 **-**, *층 (갈현동)","03330","커피볶는 너구리","2021-01-21 13:57:10","U","2022-05-27 00:00:00.0","","192770.358540615    ","457483.301786443    ","동물관련영업","전시 ","","000","0"
"3110000","311000003720180052","2018-10-08","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","355-7642","0","","서울특별시 은평구 갈현동 ***-** ","서울특별시 은평구 연서로**길 ** (갈현동)","03331","커피 볶는 고양이","2021-01-21 14:30:58","U","2022-05-27 00:00:00.0","","192661.034387179    ","457449.976857799    ","동물관련영업","전시 ","","000","0"
"3110000","311000003720180053","2018-10-08","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 응암동 ***-** 삼흥리치아파트 ***호","서울특별시 은평구 응암로 ***, ***호 (응암동, 삼흥리치아파트)","03454","도리도리펫샵","2020-08-03 16:19:46","U","2022-05-27 00:00:00.0","","192807.402028727    ","454944.698067524    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180054","2018-10-08","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","384-7743","0","","서울특별시 은평구 갈현동 ***-**번지 ","서울특별시 은평구 연서로 *** (갈현동)","03334","금쪽같은 내새끼 동물병원","2018-10-08 14:11:45","I","2022-05-27 00:00:00.0","","192675.457894782    ","457005.682881862    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180055","2018-10-08","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","384-7743","0","","서울특별시 은평구 갈현동 ***-**번지 ","서울특별시 은평구 연서로 *** (갈현동)","03334","금쪽같은 내새끼 동물병원","2018-10-08 14:13:59","I","2022-05-27 00:00:00.0","","192675.457894782    ","457005.682881862    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180056","2018-10-15","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 응암동 ***-** ","서울특별시 은평구 응암로**가길 **-** (응암동)","03469","몽룡이와 춘냥이 애견샵","2020-10-26 15:46:58","U","2022-05-27 00:00:00.0","","192889.145266482    ","454239.641202969    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180057","2018-10-15","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 응암동 ***-** ","서울특별시 은평구 응암로**가길 **-** (응암동)","03469","몽룡이와 춘냥이 애견샵","2020-10-26 15:49:11","U","2022-05-27 00:00:00.0","","192889.145266482    ","454239.641202969    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180058","2018-10-15","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 구산동 **-**번지 예일노블레스 ","서울특별시 은평구 갈현로 *** (구산동, 예일노블레스)","03429","개이쁜냥","2018-10-15 17:58:17","U","2022-05-27 00:00:00.0","","192047.897123219    ","456335.964683183    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180059","2018-10-15","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","354-7544","0","","서울특별시 은평구 불광동 ***-**번지 동윤빌딩*층 ","서울특별시 은평구 연서로 ***, 동윤빌딩 *층 (불광동)","03343","둘레길 동물병원","2018-10-15 18:04:55","U","2022-05-27 00:00:00.0","","193547.680584007    ","457936.994776678    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180060","2018-10-15","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","382-7582","0","","서울특별시 은평구 응암동 **-**번지 ","서울특별시 은평구 은평로 *** (응암동)","03472","Love My Pet 동물병원","2018-10-15 18:07:38","U","2022-05-27 00:00:00.0","","193814.07118236     ","455415.979099363    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180061","2018-10-16","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","6012-7477","0","","서울특별시 은평구 신사동 **-**번지 ","서울특별시 은평구 증산로**길 *, *층 (신사동)","03450","퍼피하우스","2020-01-29 16:58:31","U","2022-05-27 00:00:00.0","","192379.648300999    ","454844.979806447    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180062","2018-10-16","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","6012-7477","0","","서울특별시 은평구 신사동 **-**번지 ","서울특별시 은평구 증산로**길 *, *층 (신사동)","03450","퍼피하우스","2020-01-29 16:57:19","U","2022-05-27 00:00:00.0","","192379.648300999    ","454844.979806447    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180063","2018-10-16","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","384-0075","0","","서울특별시 은평구 갈현동 ***-**번지 ","서울특별시 은평구 통일로 *** (갈현동)","03329","메디펫 동물병원","2018-10-16 09:36:12","I","2022-05-27 00:00:00.0","","192825.79571149     ","457740.673229191    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180064","2018-10-16","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","384-0075","0","","서울특별시 은평구 갈현동 ***-**번지 ","서울특별시 은평구 통일로 *** (갈현동)","03329","메디펫 동물병원","2018-10-16 09:38:36","I","2022-05-27 00:00:00.0","","192825.79571149     ","457740.673229191    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180065","2018-10-23","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 진관동 **번지 A동 ***호","서울특별시 은평구 통일로 ****, 은평뉴타운솔하임 A동 ***층 (진관동)","03300","아,이뻐 펫샵","2018-10-23 17:54:22","I","2022-05-27 00:00:00.0","","192702.578806614    ","459703.972784634    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180066","2018-10-23","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","383-7337","0","","서울특별시 은평구 대조동 ***-**번지 ","서울특별시 은평구 서오릉로 *** (대조동)","03394","더독 동물병원","2018-10-23 18:00:33","I","2022-05-27 00:00:00.0","","192656.302129643    ","456562.163418874    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180067","2018-10-23","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","388-0275","0","","서울특별시 은평구 역촌동 **-**번지 ","서울특별시 은평구 역말로 * (역촌동)","03415","도담동물병원","2018-10-23 18:07:21","I","2022-05-27 00:00:00.0","","192084.679813973    ","455936.970379394    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180068","2018-10-30","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","356-7547","0","","서울특별시 은평구 역촌동 **-**번지 ","서울특별시 은평구 연서로 ** (역촌동)","03402","우신동물병원","2018-10-30 13:04:42","I","2022-05-27 00:00:00.0","","192499.264952138    ","455920.490562559    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180069","2018-10-30","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","3152-0112","0","","서울특별시 은평구 역촌동 **-**번지 ","서울특별시 은평구 연서로*길 ** (역촌동)","03419","고마워 MIN","2018-10-30 13:08:59","I","2022-05-27 00:00:00.0","","192236.341615786    ","455569.564231832    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180070","2018-10-30","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","3152-0112","0","","서울특별시 은평구 역촌동 **-**번지 ","서울특별시 은평구 연서로*길 ** (역촌동)","03419","고마워 MIN","2018-10-30 13:11:10","I","2022-05-27 00:00:00.0","","192236.341615786    ","455569.564231832    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180071","2018-10-30","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","358-7582","0","","서울특별시 은평구 대조동 ***-**번지 ","서울특별시 은평구 연서로 *** (대조동)","03388","연서 동물병원","2018-10-30 13:28:00","I","2022-05-27 00:00:00.0","","192679.159197802    ","456765.950221384    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180072","2018-11-14","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 녹번동 **-*번지 *층 ","서울특별시 은평구 통일로 ***, *층 (녹번동)","03382","도무스 펫샵","2018-11-14 10:42:08","I","2022-05-27 00:00:00.0","","194021.217110427    ","456037.784727081    ","동물관련영업","판매(일반) ","","000","0"
"3110000","311000003720180073","2018-11-14","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 녹번동 **-*번지 *층 ","서울특별시 은평구 통일로 ***, *층 (녹번동)","03382","도무스 펫샵","2018-11-14 10:45:22","I","2022-05-27 00:00:00.0","","194021.217110427    ","456037.784727081    ","동물관련영업","수입 ","","000","0"
"3110000","311000003720180074","2018-11-26","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","353-3858","0","","서울특별시 은평구 갈현동 ***-*번지 정운빌딩*층 ","서울특별시 은평구 연서로**길 **, 정운빌딩 *층 (갈현동)","03330","도그원","2019-11-13 13:05:06","U","2022-05-27 00:00:00.0","","192667.438048047    ","457480.990067897    ","동물관련영업","미용(일반) ","","L00","0"
"3110000","311000003720180075","2018-11-26","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","353-3858","0","","서울특별시 은평구 갈현동 ***-*번지 정운빌딩 *층 ","서울특별시 은평구 연서로**길 **, 정운빌딩 *층 (갈현동)","03330","도그원","2019-11-13 13:05:41","U","2022-05-27 00:00:00.0","","192667.438048047    ","457480.990067897    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180076","2018-11-26","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","353-3858","0","","서울특별시 은평구 갈현동 ***-*번지 *층 ","서울특별시 은평구 연서로**길 **, *층 (갈현동)","03331","도그원","2019-11-13 13:04:27","U","2022-05-27 00:00:00.0","","192654.167300609    ","457455.656745945    ","동물관련영업","전시 ","","L00","0"
"3110000","311000003720180077","2018-12-12","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-*번지 ","서울특별시 은평구 진흥로 **, *층 (역촌동)","03409","안녕 멍멍아","2018-12-12 16:26:28","I","2022-05-27 00:00:00.0","","192597.22192272     ","455303.491582147    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180078","2018-12-21","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-*번지 ","서울특별시 은평구 역말로*길 ** (역촌동)","03417","해피멍","2018-12-21 17:14:27","I","2022-05-27 00:00:00.0","","192381.654810529    ","455825.461698826    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180079","2018-12-21","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-*번지 ","서울특별시 은평구 역말로*길 ** (역촌동)","03417","해피멍","2018-12-21 17:17:11","I","2022-05-27 00:00:00.0","","192381.654810529    ","455825.461698826    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180080","2018-12-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-** ","서울특별시 은평구 연서로 **-* (역촌동)","03406","도그아지트","2021-05-31 16:52:15","U","2022-05-27 00:00:00.0","","192514.242136605    ","455667.824020723    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720180081","2018-12-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-** ","서울특별시 은평구 연서로 **-* (역촌동)","03406","도그아지트","2021-05-31 16:36:10","U","2022-05-27 00:00:00.0","","192514.242136605    ","455667.824020723    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720180082","2018-12-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 역촌동 **-** ","서울특별시 은평구 연서로 **-* (역촌동)","03406","도그아지트","2021-05-31 16:46:41","U","2022-05-27 00:00:00.0","","192514.242136605    ","455667.824020723    ","동물관련영업","전시 ","","000","0"
"3110000","311000003720190001","2019-02-25","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 진관동 ***-** ","서울특별시 은평구 대서문길 **, 북한산성상가 A동 ***호 (진관동)","03307","국립공원 특산품 판매점","2021-11-05 09:14:31","U","2022-05-27 00:00:00.0","","195358.535748819    ","461455.876513588    ","동물관련영업","위탁관리 ","","000","0"
"3110000","311000003720190002","2019-03-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 응암동 ***-**번지 ","서울특별시 은평구 응암로 *** (응암동)","03467","개인의 취향","2019-03-28 16:15:22","I","2022-05-27 00:00:00.0","","192666.568684063    ","454360.066021646    ","동물관련영업","미용(일반) ","","000","0"
"3110000","311000003720190003","2019-03-28","","04","취소/말소/만료/정지/중지","0004","말소","2022-05-26","","","","","0","","서울특별시 은평구 응암동 ***-* ","서울특별시 은평구 응암로**길 **-* (응암동)","03480","디어도그","2021-06-24 10:33:27","U","2022-05-27 00:00:00.0","","192863.858372328    ","453842.02636248     ","동물관련영업","미용(일반) ","","000","0"
